Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P17505	YKL085W	CENPK1137D_919	fluxes_Gecko_Lahtvee2017_EtOH20	2.18780206766808	37.9078873458557	0.387424879557331	0.36	0.3418	0.306	0.2163	0.313	0.423	0.652	44.52	0.448	0.453	328	334	-0.100599	0.047904	0.647	0.668944308839745	2.26628304431627	1.24150676972991	-0.09567619871815	0.342424242424242	0.65160460299954	0.287521280553959	0.412204194617335	0.332019288712385	0.282936600224184	0.272125308266178	44.5200994425068	54.5123251974362	54.2920691514407	0.190884279410693	-0.1232	0.062
P21375	YJR051W	CENPK1137D_1343	fluxes_Gecko_Yu2021_Gln_glc1	2.18936628380501	42.3066234835696	0.300726539917095	0.4286	0.2069	0.362	0.2543	0.168	0.149	0.496	49.2	0.356	0.393	486	501	-0.217565	0.05988	0.555	0.625436759660497	1.12254185246901	0.386186208336412	-0.451789500710345	0.336755646817248	0.48533906842598	0.432357214440144	0.186510556335122	0.482954989870198	0.079710093295778	0.607033913719278	49.1974376856608	61	45.3260195347955	0.110901996913847	-0.0179	0.0412
P17423	YHR025W	CENPK1137D_5420	fluxes_Gecko_Yu2021_Ile_std	2.19163677902972	33.7486134498589	0.338360993194564	0.3422	0.3821	0.2847	0.1946	0.271	0.364	0.609	45.31	0.474	0.482	348	357	-0.055462	0.064426	0.598	0.690802075107001	1.60841266796031	1.07652705091352	-0.124302147239469	0.346590909090909	0.745395532662333	0.463435502287853	0.439676964420981	0.408421659305152	0.381827234353704	0.567035298016486	45.3086079977284	47.8860645724355	42.9049085956173	0.201219530522292	-0.1833	0.0483
P29704	YHR190W	CENPK1137D_5342	fluxes_Gecko_Lahtvee2017_Osmo06	2.19519187569848	32.9288751122426	0.343772392927455	0.3514	0.3429	0.3185	0.3085	0.297	0.35	0.616	46.77	0.481	0.402	430	444	-0.107207	0.108108	0.649	0.724933545445815	1.76938062151319	1.14686195513128	-0.138854771084572	0.418764302059497	0.631220218934061	0.35674642937721	0.351937728539176	0.306870174709816	0.290901816855817	0.443565605359495	46.7693648745222	53.8400172040346	47.961763535652	0.148953885013808	-0.0961	0.0556
P05150	YJL088W	CENPK1137D_1214	fluxes_Gecko_Yu2021_N30_030	2.19590364682058	40.9003424478139	0.267596535945747	0.4556	0.2519	0.4351	0.1564	0.201	0.113	0.491	44.25	0.308	0.365	328	338	-0.149113	0.085799	0.608	0.726603384783399	1.05108351688362	0.632369149311058	-0.360969318101885	0.515151515151515	0.569560746735978	0.541879629531894	0.310216342851555	0.49056210789145	0.149008406127369	0.609006387471903	44.2477804119453	57.9603284338206	42.7821195384736	0.180146901599915	-0.1514	-0.0167
P38999	YNR050C	CENPK1137D_2729	fluxes_Gecko_Yu2020_Clim	2.20688646862073	27.3272080948341	0.345442706582703	0.4098	0.2705	0.3887	0.165	0.332	0.403	0.64	38	0.348	0.417	431	446	-0.142153	0.089686	0.69	0.746305334734785	1.72571713834063	1.18277037008599	-0.028421202871318	0.556581986143187	0.697560351638728	0.4042147673804	0.393938662594453	0.333064365288262	0.256042583321737	0.253917075491912	37.9991507946375	51.7438552140453	53.5412239154426	0.246368946283469	-0.0355	0.0755
P32377	YNR043W	CENPK1137D_2722	fluxes_Gecko_Yu2021_Gln_N30	2.21405059342692	30.1210470549027	0.322613644980748	0.373	0.2926	0.3846	0.2036	0.2	0.237	0.544	50.42	0.391	0.434	379	396	-0.284344	0.093434	0.575	0.649320295062266	1.34253919305458	0.683601058101139	-0.331347622949688	0.341025641025641	0.537977999197779	0.400716792463807	0.276878319957514	0.405029098004336	0.166467391405205	0.517954707582144	50.4211984153317	59.2506145260608	44.4781357500415	0.129109728589097	-0.073	0.041
P09457	YDR298C	CENPK1137D_4121	fluxes_Gecko_Lahtvee2017_Osmo06	2.22549809852641	36.1451446904471	0.341278111636082	0.4302	0.2326	0.3121	0.2638	0.232	0.289	0.564	44.25	0.393	0.409	211	212	-0.093868	0.051887	0.607	0.69587962762806	1.74640547993741	0.859686258429007	-0.22740066478935	0.371428571428571	0.581044582775182	0.332708863691843	0.370074665218961	0.430476422753617	0.165059716464888	0.305729726059453	44.252252070799	61	52.757865218184	0.202467711184968	-0.0313	0.0746
P00360	YJL052W	CENPK1137D_1249	fluxes_Gecko_Yu2021_Gln_glc1	2.23169035715147	24.9171547191335	0.454012683405783	0.4545	0.3855	0.1758	0.1974	0.856	0.842	0.907	26.15	0.472	0.462	322	332	-0.073193	0.072289	0.897	1.05871255294191	2.04629837907478	1.64655319406146	0.44297909158548	0.779456193353474	1.51244216056537	0.739111253779718	0.85874824755217	0.521542972707698	0.747507355655437	0.226360399314879	26.148580942781	32.5546084832071	46.0261814286314	0.600733246835093	-0.3149	0.0961
P32340	YML120C	CENPK1137D_13	fluxes_Gecko_Yu2021_Ile_N30	2.23209022348534	38.7222341710907	0.328127051780152	0.3382	0.3043	0.3501	0.27	0.19	0.234	0.539	47.24	0.445	0.428	503	513	-0.225146	0.097466	0.556	0.646490981289935	1.43150897064543	0.794380811368792	-0.355027960357269	0.395582329317269	0.581396720871943	0.406142562005606	0.305442240439229	0.384503548006055	0.222910980483544	0.470993663819157	47.235666712416	55.7475747844926	47.9168292511535	0.106567438905878	-0.0039	0.0424
P19414	YLR304C	CENPK1137D_677	fluxes_Gecko_Lahtvee2017_Osmo02	2.24044699351413	34.5247458526327	0.353998127879543	0.5231	0.2417	0.308	0.1768	0.462	0.513	0.709	34.14	0.326	0.415	752	778	-0.38072	0.078406	0.783	0.844881287164319	1.89054114651779	1.80761260105263	0.108437714716357	0.691003911342894	0.879235379470311	0.465070745003242	0.504275493915056	0.278973212303012	0.485774698741864	0.304116228757736	34.1359115079441	45.0970606262682	48.4358855869436	0.320929842648487	-0.2331	0.0831
P21306	YPL271W	CENPK1137D_1854	fluxes_Gecko_Lahtvee2017_EtOH60	2.24089279815622	35.5094878254414	0.27641403610625	0.52	0.16	0.3922	0.125	0.168	0.129	0.467	48.78	0.233	0.403	60	62	-0.372581	0.096774	0.568	0.787993275711529	1.08408713142374	0.785518589357046	-0.444534366047904	0.548387096774194	0.527757296576766	0.486821844184846	0.561436531996983	0.714733603512202	0.126205116717345	0.483092698185887	48.7765974532523	61	61	0.457713103321158	-0.2215	-0.0032
P38426	YMR261C	CENPK1137D_302	fluxes_Gecko_Yu2021_N30_030	2.24375014573735	28.6322253242255	0.299430451580961	0.452	0.2657	0.3503	0.21	0.202	0.178	0.518	48.12	0.363	0.399	1021	1054	-0.356641	0.093928	0.587	0.619831041542295	1.2980631645069	0.360891524176817	-0.329667815894339	0.347868217054264	0.511231216956363	0.393841556354898	0.157164439094366	0.435489415975765	0.088641690456877	0.692642783546536	48.1217397656376	60.66708454403	44.6189633703387	0.096477544539009	-0.0847	0.0315
P36148	YKR067W	CENPK1137D_1077	fluxes_Gecko_Yu2021_N30_010	2.24508741806629	32.6906224953981	0.300479839116178	0.4199	0.2402	0.3398	0.2549	0.171	0.167	0.503	50.13	0.381	0.403	729	743	-0.15249	0.094213	0.541	0.607009157770276	1.18345219015021	0.412396482686028	-0.436397204615101	0.244072524407252	0.518860858605625	0.438429928073198	0.189990005815277	0.460697444793492	0.104630262833258	0.776173714143224	50.1277621396931	59.8843751515739	40.7679039117911	0.083629771744755	-0.0892	0.0339
P07256	YBL045C	CENPK1137D_4877	fluxes_Gecko_Lahtvee2017_Osmo06	2.25028544150755	31.7142857176374	0.373942953341173	0.3794	0.3388	0.3247	0.2018	0.293	0.37	0.619	41.66	0.43	0.422	444	457	-0.23151	0.076586	0.654	0.708705906075128	2.16206407231206	1.0938871551233	-0.0989125688158	0.325056433408578	0.713102463939	0.329824852589325	0.405806849834192	0.370976885443406	0.300150917202113	0.378610514895951	41.6591999246273	51.1590062018693	49.2348148875652	0.197779268871199	-0.1667	0.0603
P05694	YER091C	CENPK1137D_3503	fluxes_Gecko_Lahtvee2017_REF	2.25295894230575	25.5933330636181	0.445768745903652	0.4314	0.3355	0.3158	0.1823	0.657	0.683	0.812	29.89	0.403	0.418	749	767	-0.281095	0.093872	0.849	0.924567576354745	2.24538544026689	1.95279321384565	0.311168496844878	0.746367239101717	1.16159469651733	0.51732530000696	0.687221737048099	0.351917311149779	0.714414575386647	0.275355325593402	29.8854621152729	39.3385699855792	50.1044859297379	0.453419786590774	-0.1442	0.1284
P38913	YDL045C	CENPK1137D_3783	fluxes_Gecko_Yu2020_CN50	2.25352427110346	29.159927079387	0.278277206159809	0.3566	0.2582	0.4673	0.2316	0.135	0.079	0.456	53.05	0.364	0.393	294	306	-0.352941	0.137255	0.518	0.65729434339781	0.760815352889934	0.485784812913039	-0.533515818959296	0.376666666666667	0.499940953574806	0.657112072825286	0.274070619813254	0.564181119969091	0.153752516036819	1.04506880144464	53.0508338623125	61	32.7853914631964	0.101240876404746	0.1311	0.0479
P06169	YLR044C	CENPK1137D_891	fluxes_Gecko_Yu2021_Ile_std	2.25503724053923	30.5221827969553	0.478829187153057	0.3838	0.4101	0.2308	0.2092	0.904	0.914	0.948	24.68	0.495	0.455	543	563	-0.058615	0.083481	0.912	1.12795928396136	2.0654933828108	1.80452495531752	0.477622037269111	0.816725978647687	1.70244925251253	0.824233699647965	0.921591642612352	0.510711497725001	1.0363319646608	0.423166905566888	24.6789217169567	30.4136695282334	42.588141647987	0.718111556527379	-0.2075	0.1403
P21375	YJR051W	CENPK1137D_1343	fluxes_Gecko_Yu2021_Phe_std	2.25686824761795	42.3066234835696	0.300726539917095	0.4286	0.2069	0.362	0.2543	0.168	0.149	0.496	49.2	0.356	0.393	486	501	-0.217565	0.05988	0.555	0.625436759660497	1.12254185246901	0.386186208336412	-0.451789500710345	0.336755646817248	0.48533906842598	0.432357214440144	0.186510556335122	0.482954989870198	0.079710093295778	0.607033913719278	49.1974376856608	61	45.3260195347955	0.110901996913847	-0.0179	0.0412
P10614	YHR007C	CENPK1137D_5399	fluxes_Gecko_Yu2021_Phe_N30	2.26374068091217	38.4201477778187	0.380851671884166	0.4381	0.281	0.3438	0.2023	0.506	0.579	0.749	33.1	0.374	0.4	505	530	-0.220377	0.118868	0.802	0.847106434287826	2.24480899053049	1.94670060611242	0.172236281847935	0.693486590038314	0.923275217061069	0.411293442317728	0.552536990382402	0.283832546539256	0.458054191060103	0.230883423499015	33.0956179084209	45.203603072053	53.4908885382609	0.363102105482607	-0.0776	0.114
P21375	YJR051W	CENPK1137D_1343	fluxes_Gecko_Yu2021_N30_005	2.27533504296305	42.3066234835696	0.300726539917095	0.4286	0.2069	0.362	0.2543	0.168	0.149	0.496	49.2	0.356	0.393	486	501	-0.217565	0.05988	0.555	0.625436759660497	1.12254185246901	0.386186208336412	-0.451789500710345	0.336755646817248	0.48533906842598	0.432357214440144	0.186510556335122	0.482954989870198	0.079710093295778	0.607033913719278	49.1974376856608	61	45.3260195347955	0.110901996913847	-0.0179	0.0412
P38221	YBR029C	CENPK1137D_4574	fluxes_Gecko_Yu2021_Gln_glc2	2.27765429669327	33.3620993311251	0.289274914818361	0.3854	0.2917	0.3497	0.2483	0.169	0.148	0.506	51.35	0.411	0.385	445	457	0.387527	0.142232	0.548	0.685695922128151	0.933262129601804	0.506738650854304	-0.420953301776168	0.390519187358916	0.485409351629769	0.520121128066002	0.195996061933217	0.386779381447991	0.085230133656006	0.7478774465951	51.3453766851648	61	41.3152626993928	0.069080631579871	0.019	0.048
P08524	YJL167W	CENPK1137D_1466	fluxes_Gecko_Yu2021_std_010	2.29264138119696	31.8275110085556	0.401124814597781	0.3295	0.4023	0.3385	0.2692	0.373	0.452	0.68	40.36	0.493	0.419	341	352	-0.32017	0.113636	0.694	0.748359419674388	2.0513773193213	1.71706433629746	-0.01427069526435	0.445086705202312	0.757029491481804	0.369034737954628	0.454566167717033	0.264734499522146	0.355676208575251	0.415761994968867	40.3580626576899	50.5314414484098	48.2676386138727	0.240147240738038	-0.0652	0.0892
P32473	YBR221C	CENPK1137D_4776	fluxes_Gecko_Yu2021_N30_030	2.29569421163076	34.7036779052519	0.355535496950618	0.4564	0.2517	0.3288	0.1838	0.343	0.417	0.647	40.73	0.35	0.433	357	366	-0.068579	0.090164	0.699	0.721905795938243	2.12418450592217	1.36159143394812	-0.037976300143678	0.477900552486188	0.720747816727283	0.339305655755353	0.417682935141463	0.306760842296382	0.229865459453962	0.234549165176428	40.7274097104314	52.1595812201969	54.006017716219	0.264264778895295	-0.1814	0.0541
P20051	YLR420W	CENPK1137D_790	fluxes_Gecko_Lahtvee2017_Osmo04	2.30097977927453	34.8338270259772	0.298228865018409	0.4236	0.2188	0.4403	0.214	0.149	0.006	0.42	48.7	0.324	0.399	355	364	-0.159616	0.087912	0.548	0.672917448139579	0.828003040956415	0.512414005478406	-0.49191967898317	0.401146131805158	0.512751223197297	0.619262487979543	0.26122994224377	0.509802502372818	0.142704009026935	0.79946213562918	48.7012141136709	61	39.9632058107728	0.121832321908488	0.0122	0.0109
P32288	YPR035W	CENPK1137D_1737	fluxes_Gecko_Yu2021_Ile_N30	2.30581600655486	36.5897524950191	0.373205782021086	0.3883	0.3711	0.3678	0.1435	0.531	0.628	0.778	33.43	0.405	0.446	351	370	-0.573784	0.110811	0.784	0.866151262259474	1.78011919032894	1.56438168577065	0.188565671496719	0.663934426229508	0.95756585639222	0.537922326546727	0.622472461704792	0.397903189078917	0.557221958474032	0.295578771860797	33.4289157269468	44.8835563282014	50.5328036173442	0.40112767240614	-0.0469	0.1029
P29509	YDR353W	CENPK1137D_4179	fluxes_Gecko_Yu2020_CN115	2.30619399175972	33.0992440064698	0.369478951772066	0.4048	0.3294	0.315	0.1853	0.315	0.403	0.643	42.89	0.409	0.457	308	319	-0.158307	0.068966	0.65	0.705648483694116	1.61541318507938	1.29395553656494	-0.089962937065393	0.345047923322684	0.656347631697036	0.406303252789646	0.395934013743884	0.305987340797635	0.23831744533123	0.278691376197478	42.8887059969122	56.0568190617726	54.4972490257405	0.214138189530015	-0.1332	0.0655
P07251	YBL099W	CENPK1137D_4905	fluxes_Gecko_Yu2021_N30_018	2.31636282890914	32.315677855911	0.366808967035756	0.4978	0.2478	0.2796	0.1747	0.473	0.574	0.733	35.43	0.346	0.437	540	545	-0.083853	0.056881	0.76	0.802310997741007	2.55533475887617	1.74503009819364	0.175452191739657	0.663568773234201	1.00223031564329	0.392210966552215	0.583661888641919	0.334470957977226	0.444390193847631	0.311201165712831	35.4305929621191	45.3330261311978	51.0802443627898	0.380509151176623	-0.2843	0.0684
P28239	YMR267W	CENPK1137D_308	fluxes_Gecko_Lahtvee2017_Osmo04	2.31823239224343	29.69575213269	0.26221749825526	0.4454	0.2269	0.4018	0.2488	0.136	0.016	0.43	52.16	0.347	0.376	300	310	-0.53	0.093548	0.518	0.685031129992889	0.7013238416996	0.446647407926962	-0.574812633555922	0.432786885245902	0.494972194507197	0.705768384128612	0.245589622228757	0.549851220157347	0.151724562451181	0.971460640158714	52.1554403795942	60.9070332010637	36.4014197955084	0.122592574150378	-0.0681	0.0039
P04037	YGL187C	CENPK1137D_3275	fluxes_Gecko_Yu2020_CN50	2.32093619652099	37.8920029274958	0.289611200269236	0.4921	0.2143	0.3782	0.1429	0.285	0.299	0.573	45.93	0.287	0.415	150	155	-0.397419	0.064516	0.658	0.782076813737856	1.56748007097441	1.01023937121079	-0.122145853294721	0.552631578947368	0.581248235109331	0.370816985729205	0.411490629537602	0.40731992957711	0.158698992038477	0.317743782287544	45.9339046633749	61	56.1868178702397	0.278425171103683	-0.1958	0.0315
P18544	YOL140W	CENPK1137D_2104	fluxes_Gecko_Lahtvee2017_EtOH40	2.32400547325782	37.4855061719313	0.299690111889412	0.4669	0.247	0.3547	0.2088	0.212	0.203	0.53	44.97	0.347	0.404	415	423	-0.242317	0.078014	0.591	0.686024111866003	1.03758172847677	0.638362807507757	-0.334019850972824	0.426506024096386	0.564438879459377	0.543994621308535	0.268056922949624	0.419913127452004	0.179185661258727	0.606768518139759	44.9651708756718	56.9111283739339	40.371294119211	0.164540212392944	-0.1075	0.0274
P32179	YOL064C	CENPK1137D_2456	fluxes_Gecko_Yu2021_std_010	2.32507527652128	40.6280388279848	0.315146691621542	0.4169	0.2475	0.3933	0.2066	0.2	0.185	0.516	50.48	0.35	0.407	351	357	-0.229972	0.072829	0.578	0.646691934891117	1.0865475883216	0.573446713066512	-0.34376102083504	0.324712643678161	0.492919058350018	0.453656207650726	0.238818466069946	0.416461478683629	0.089610692413574	0.494877046432734	50.484565779821	61	43.6291638440262	0.114900588100171	-0.0618	0.0409
P12695	YNL071W	CENPK1137D_2608	fluxes_Gecko_Yu2021_Gln_glc1	2.33098220376241	40.9924376019812	0.365330793641188	0.4011	0.2929	0.3	0.239	0.244	0.317	0.591	49.32	0.421	0.454	470	482	-0.258299	0.049793	0.601	0.620432188254084	1.85203956188101	0.829687177228611	-0.217272677451189	0.252631578947368	0.571640249763596	0.308654448603146	0.300869811414394	0.36263042225069	0.180841432577613	0.460841090823379	49.3154932382632	59.2636569693207	53.3934993009745	0.131246047042064	-0.1313	0.057
P07257	YPR191W	CENPK1137D_1884	fluxes_Gecko_Lahtvee2017_Osmo04	2.33206591455951	31.2799065965174	0.343053211487963	0.3333	0.3301	0.3275	0.2545	0.227	0.279	0.559	49.08	0.466	0.435	367	368	-0.14837	0.089674	0.581	0.633218833695193	1.68813156792621	0.836191016558494	-0.221868116494883	0.442253521126761	0.578044064126001	0.342416476955111	0.344604049230477	0.412111637659971	0.201591737102716	0.430460080209291	49.0770087417724	57.5941914111078	48.1237645216134	0.130635544693478	-0.0178	0.0514
P11986	YJL153C	CENPK1137D_1481	fluxes_Gecko_Yu2021_N30_013	2.33288074425241	36.6752241214092	0.317703982543245	0.3794	0.3255	0.2931	0.2885	0.175	0.192	0.523	53.35	0.467	0.428	518	533	-0.273921	0.084428	0.54	0.648777734293283	1.05132512857965	0.602436629118203	-0.423401133441138	0.298850574712644	0.560642347910814	0.533272089356644	0.253643030354459	0.421028566482953	0.195748659919055	0.971990093222967	53.3482200626219	56.2489018818519	34.6141400440875	0.07348740956862	-0.1007	0.0407
P38604	YHR072W	CENPK1137D_5215	fluxes_Gecko_Yu2021_Phe_std	2.33528039699795	26.0540071788481	0.267076711088649	0.3976	0.2696	0.4027	0.2012	0.147	0.105	0.466	53.02	0.365	0.421	699	731	-0.208208	0.135431	0.526	0.641273852812017	0.769111770373686	0.431556215420292	-0.475822443230417	0.423295454545455	0.517329526638614	0.672632439869254	0.205181143343662	0.475444764812011	0.103667475054982	0.905405160969266	53.0187698886846	60.8671581562134	38.9093414673885	0.083902749649449	-0.005	0.0163
P51601	YGR267C	CENPK1137D_3234	fluxes_Gecko_Yu2021_Ile_N30	2.34429675295708	31.9625903109718	0.323497887370338	0.4486	0.1838	0.4346	0.186	0.208	0.226	0.539	46.53	0.284	0.394	232	243	-0.330864	0.061728	0.583	0.714613313239284	1.15336822234176	0.805893020149258	-0.335806277679591	0.506329113924051	0.551316399958952	0.478005540017028	0.322305302776815	0.399935592837275	0.144058278621487	0.414901004807869	46.5324524311481	60.49611541439	47.7473359562434	0.239445334426375	-0.0175	0.048
P07256	YBL045C	CENPK1137D_4877	fluxes_Gecko_Yu2021_Gln_N30	2.35299701871339	31.7142857176374	0.373942953341173	0.3794	0.3388	0.3247	0.2018	0.293	0.37	0.619	41.66	0.43	0.422	444	457	-0.23151	0.076586	0.654	0.708705906075128	2.16206407231206	1.0938871551233	-0.0989125688158	0.325056433408578	0.713102463939	0.329824852589325	0.405806849834192	0.370976885443406	0.300150917202113	0.378610514895951	41.6591999246273	51.1590062018693	49.2348148875652	0.197779268871199	-0.1667	0.0603
P10614	YHR007C	CENPK1137D_5399	fluxes_Gecko_Yu2021_N30_005	2.35488829480135	38.4201477778187	0.380851671884166	0.4381	0.281	0.3438	0.2023	0.506	0.579	0.749	33.1	0.374	0.4	505	530	-0.220377	0.118868	0.802	0.847106434287826	2.24480899053049	1.94670060611242	0.172236281847935	0.693486590038314	0.923275217061069	0.411293442317728	0.552536990382402	0.283832546539256	0.458054191060103	0.230883423499015	33.0956179084209	45.203603072053	53.4908885382609	0.363102105482607	-0.0776	0.114
P36010	YKL067W	CENPK1137D_938	fluxes_Gecko_Lahtvee2017_Osmo04	2.35531631174109	35.7841089422974	0.314698662512679	0.5391	0.1739	0.3866	0.1636	0.229	0.221	0.534	47.15	0.26	0.397	146	153	-0.36732	0.091503	0.621	0.754104271840534	1.19732483763588	0.801377640901569	-0.246973698962705	0.520547945205479	0.54255828221511	0.453142092405259	0.380567660167589	0.47489178727203	0.145038454769911	0.257565178547983	47.1500823920712	61	54.3056860342023	0.261944180696688	-0.1109	0.0524
P30402	YMR271C	CENPK1137D_313	fluxes_Gecko_Yu2021_N30_030	2.35625300150013	39.5728287612379	0.286151678051932	0.4481	0.1749	0.3989	0.227	0.138	0.136	0.487	50.77	0.308	0.398	224	227	0.066079	0.088106	0.51	0.657381523307565	0.924525584032202	0.580038187796957	-0.536194835173718	0.4337899543379	0.54497942597974	0.589469275261028	0.319726723053898	0.551216678109165	0.13589220553703	0.720959261050186	50.7684054062498	61	42.4621719658996	0.164519255543207	0.0225	0.0444
